Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Intensity	Intensity L	Intensity H	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
b3956	b3956	8	8	8		1	8	8	8	11	11	11	99.061	883	883	0	14.554	1.257	0.8322	14.11	10	0	Leave out requantified	540710	262670	278030				320	110;371;461;1091;1146;1165;1336;1724	True;True;True;True;True;True;True;True	111;375;465;1098;1153;1173;1351;1744	230;231;764;924;2112;2113;2227;2228;2263;2264;2620;2621;2622;3410;3411	1163;1164;1165;1166;1167;1168;1169;1170;1171;1172;1173;1174;1175;1176;1177;1178;1179;3530;3531;3532;3533;3534;3535;3536;3537;3538;4207;9092;9093;9094;9095;9096;9097;9098;9099;9551;9552;9553;9554;9555;9556;9705;9706;9707;9708;9709;9710;9711;9712;9713;9714;9715;9716;9717;9718;9719;9720;11027;11028;11029;11030;11031;11032;11033;11034;11035;11036;11037;11038;11039;11040;11041;11042;11043;11044;11045;11046;11047;11048;11049;11050;11051;11052;11053;11054;11055;11056;14264;14265;14266;14267;14268;14269	1169;3532;4207;9092;9554;9707;11035;14264		
b3966	b3966	1	1	1		1	1	1	1	3.1	3.1	3.1	68.406	614	614	0.0058651	1.6856	0.35764	0.29541	23.796	2	0	Median	62946	45964	16982				321	1642	True	1661	3189;3190	13226;13227;13228;13229;13230;13231	13227		
b3982	b3982	2	2	2		1	2	2	2	9.9	9.9	9.9	20.531	181	181	0	2.8622	0.7141	1.0877	12.064	3	0	Median	125550	70906	54649				322	1634;1831	True;True	1653;1852	3175;3176;3614	13168;13169;13170;13171;13172;13173;13174;13175;13176;15122;15123;15124;15125	13175;15122		
b3983	b3983	5	5	5		1	5	5	5	28.9	28.9	28.9	14.875	142	142	0	7.2104	0.6235	0.99615	10.499	7	0	Leave out requantified	1324400	833470	490920				323	188;699;1482;1653;1654	True;True;True;True;True	191;705;1498;1672;1673	379;380;381;1353;2895;3209;3210;3211	1824;1825;1826;1827;1828;1829;1830;1831;1832;1833;1834;5914;5915;5916;5917;5918;5919;12154;13309;13310;13311;13312	1828;5917;12154;13309;13312		
b3984	b3984	8	8	8		1	8	8	8	41	41	41	24.729	234	234	0	77.232	0.76036	1.2046	119.65	13	0	Leave out requantified	2182100	1622900	559210				324	479;608;985;1426;1427;1710;1757;1847	True;True;True;True;True;True;True;True	483;613;992;1442;1443;1730;1777;1868	948;949;950;1197;1198;1915;1916;1917;1918;1919;1920;1921;2771;2772;2773;2774;3375;3376;3377;3473;3474;3475;3476;3647;3648;3649;3650;3651	4308;4309;4310;5355;5356;8320;8321;8322;8323;8324;8325;8326;8327;8328;8329;8330;8331;8332;8333;8334;8335;8336;8337;8338;8339;8340;11594;11595;11596;11597;11598;11599;11600;11601;11602;11603;11604;11605;11606;11607;11608;11609;11610;11611;11612;11613;11614;11615;11616;11617;11618;11619;11620;11621;11622;11623;11624;11625;11626;11627;11628;14090;14091;14092;14093;14094;14095;14096;14097;14098;14099;14100;14101;14102;14103;14104;14105;14106;14107;14108;14109;14110;14111;14112;14113;14114;14568;14569;14570;14571;14572;14573;14574;14575;14576;14577;14578;14579;14580;14581;14582;14583;14584;14585;14586;14587;14588;14589;14590;14591;15285;15286;15287;15288;15289;15290;15291;15292;15293;15294;15295;15296;15297;15298;15299;15300;15301;15302;15303;15304;15305;15306;15307;15308;15309;15310;15311;15312;15313;15314;15315;15316;15317;15318;15319;15320;15321;15322;15323;15324;15325;15326;15327;15328;15329;15330;15331;15332;15333;15334;15335;15336;15337;15338;15339	4310;5356;8339;11620;11625;14101;14591;15289		
b3985	b3985	7	7	7		1	7	7	7	36.4	36.4	36.4	17.711	165	165	0	18.269	0.6399	1.015	3.0658	11	0	Leave out requantified	2644700	1620800	1023900				325	1;154;155;381;603;1069;1373	True;True;True;True;True;True;True	1;157;158;385;608;1076;1388	2;3;321;322;782;783;1185;1186;2074;2675;2676;2677;2678	3;4;5;6;7;8;1591;1592;1593;1594;1595;1596;1597;1598;3611;3612;3613;3614;3615;5294;5295;5296;5297;5298;5299;5300;5301;5302;5303;5304;8952;11234;11235;11236;11237;11238;11239;11240;11241;11242;11243;11244;11245;11246	8;1591;1595;3612;5303;8952;11240		
b3986	b3986	3	3	3		1	3	3	3	25.6	25.6	25.6	12.295	121	121	0	10.192	0.59593	0.96486	8.2809	5	0	Leave out requantified	815380	528980	286400				326	123;327;606	True;True;True	124;331;611	253;254;664;665;1190;1191	1236;1237;1238;1239;1240;1241;1242;1243;1244;3082;3083;3084;5326;5327;5328	1240;3084;5328		
b3987	b3987	19	19	19		1	19	19	19	17.7	17.7	17.7	150.63	1342	1342	0	35.26	0.18179	0.12277	34.542	5	0	Leave out requantified	628400	598730	29661				327	125;157;225;238;252;743;764;846;930;950;978;1077;1110;1171;1175;1276;1447;1559;1777	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	126;160;229;242;256;749;770;852;937;957;985;1084;1117;1179;1183;1287;1463;1578;1797	261;326;487;508;533;1426;1427;1428;1457;1628;1805;1843;1901;2084;2144;2145;2146;2147;2274;2275;2283;2284;2285;2286;2287;2492;2817;2818;3045;3514	1289;1604;1605;1606;1607;2346;2443;2554;2555;6238;6239;6240;6327;7066;7067;7068;7981;7982;7983;7984;7985;7986;7987;7988;8105;8272;8273;8977;8978;9190;9191;9192;9193;9194;9770;9771;9772;9773;9774;9782;9783;9784;9785;9786;9787;9788;9789;9790;9791;9792;9793;9794;10541;10542;11761;11762;11763;11764;11765;11766;11767;11768;11769;11770;11771;11772;11773;11774;11775;11776;11777;11778;11779;11780;11781;11782;11783;11784;11785;12731;12732;12733;12734;14705	1289;1606;2346;2443;2555;6240;6327;7068;7987;8105;8272;8977;9193;9773;9793;10541;11762;12733;14705		
b3988	b3988	14	14	14		1	14	14	14	10.7	10.7	10.7	155.13	1407	1407	0	28.32	0.26909	0.19878	46.346	14	0	Leave out requantified	909410	813450	95960				328	106;412;518;830;864;865;1085;1131;1239;1253;1561;1695;1761;1921	True;True;True;True;True;True;True;True;True;True;True;True;True;True	107;416;522;836;871;872;1092;1138;1247;1263;1580;1714;1781;1943	222;223;224;831;832;833;1008;1009;1010;1011;1596;1597;1598;1659;1660;1661;1662;1663;2101;2102;2190;2191;2192;2193;2194;2195;2196;2197;2414;2415;2445;2446;3047;3309;3480;3481;3482;3804	1133;1134;1135;1136;1137;1138;1139;1140;3814;3815;3816;3817;3818;4513;4514;4515;4516;4517;6933;6934;6935;7199;7200;7201;7202;7203;7204;7205;7206;7207;7208;7209;7210;7211;9023;9024;9025;9026;9027;9028;9029;9030;9031;9032;9033;9034;9401;9402;9403;9404;9405;9406;9407;9408;9409;9410;9411;9412;9413;9414;9415;9416;9417;9418;9419;9420;9421;9422;9423;10289;10290;10291;10292;10293;10294;10295;10296;10405;10406;10407;10408;12739;12740;12741;12742;12743;12744;13774;13775;14602;14603;14604;14605;14606;14607;14608;14609;16048	1134;3815;4516;6933;7209;7211;9023;9415;10294;10406;12739;13775;14609;16048		
b3991	b3991	3	3	3		1	3	3	3	12.9	12.9	12.9	26.896	256	256	0	4.5647	1.3924	1.9285	20.157	3	0	Leave out requantified	153130	95078	58055				329	198;1040;1883	True;True;True	201;1047;1904	408;409;2023;3730;3731;3732	2020;2021;8729;8730;8731;15730;15731;15732;15733;15734	2021;8731;15732		
b3994	b3994	4	4	4		1	4	4	4	7.9	7.9	7.9	70.85	631	631	0	10.543	1.8387	1.2514	3.5626	3	0	Leave out requantified	135740	46975	88767				330	433;1021;1386;1877	True;True;True;True	437;1028;1401;1898	873;1977;2700;3718	3978;3979;3980;3981;3982;3983;3984;3985;8503;8504;8505;8506;8507;8508;11325;11326;11327;11328;11329;11330;11331;11332;15680	3980;8505;11327;15680		
b3995	b3995	1	1	1		1	1	1	1	6.3	6.3	6.3	18.243	158	158	0	3.315	NaN	NaN	NaN	1	0	Median	23857	13216	10640				331	1111	True	1118	2148	9195	9195		
b4000	b4000	2	2	2		1	2	2	2	16.7	16.7	16.7	9.5349	90	90	0	3.4979	0.59105	1.028	0.61913	2	0	Median	1089500	675980	413560				332	1656;1657	True;True	1675;1676	3213;3214	13314;13315;13316;13317;13318;13319;13320;13321;13322;13323	13314;13320		
b4006	b4006	5	5	5		1	5	5	5	11.7	11.7	11.7	57.329	529	529	0	13.98	NaN	NaN	NaN	0	0	Median	164830	0	164830				333	84;320;448;742;751	True;True;True;True;True	85;324;452;748;757	181;182;655;906;1425;1439	861;862;863;864;865;3019;3020;3021;3022;3023;4116;6236;6237;6266;6267;6268;6269;6270;6271;6272	863;3021;4116;6236;6270		
b4025;CON__Q3ZBD7	b4025	10;1	10;1	10;1		2	10	10	10	20.2	20.2	20.2	61.529	549	549;557	0	18.936	0.57782	0.50911	11.643	9	0	Leave out requantified	685670	432880	252790				334	236;335;365;788;789;1143;1525;1601;1729;1805	True;True;True;True;True;True;True;True;True;True	240;339;369;794;795;1150;1542;1620;1749;1826	506;681;737;1527;1528;1529;2216;2976;3120;3121;3417;3418;3567	2430;2431;2432;2433;2434;2435;2436;2437;2438;2439;2440;2441;3132;3335;3336;3337;3338;6663;6664;6665;6666;6667;6668;6669;6670;6671;6672;6673;6674;6675;6676;9528;9529;9530;12442;13027;13028;13029;13030;13031;13032;14278;14279;14913	2435;3132;3335;6665;6673;9528;12442;13029;14278;14913		
b4041	b4041	2	2	2		1	2	2	2	3.3	3.3	3.3	91.38	807	807	0.0085227	1.598	0.91006	1.3826	55.009	2	0	Median	315210	192590	122620				335	279;1140	True;True	283;1147	587;2212	2731;9516;9517	2731;9516		
b4054	b4054	1	1	1		1	1	1	1	4	4	4	43.505	397	397	0	2.3385	NaN	NaN	NaN	1	0	Median	29304	16352	12952				336	780	True	786	1507	6570	6570		
b4080	b4080	1	1	1		1	1	1	1	2	2	2	53.453	488	488	0.0084986	1.595	0.53432	0.44136	202.66	2	0	Median	367420	160750	206670				337	1934	True	1956	3824;3825	16156;16157;16158;16159;16160;16161;16162	16160		
b4142	b4142	1	1	1		1	1	1	1	14.4	14.4	14.4	10.387	97	97	0	3.3627	0.76655	1.2411	13.1	2	0	Median	172270	101600	70674				338	1457	True	1473	2842;2843	11865;11866;11867;11868;11869;11870;11871;11872;11873;11874	11871		
b4143	b4143	15	15	15		1	15	15	15	33.6	33.6	33.6	57.328	548	548	0	103.89	0.90063	0.86039	22.017	19	0	Leave out requantified	2337700	1279200	1058500				339	26;169;173;211;221;243;352;425;476;735;758;1027;1102;1479;1735	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	26;172;176;214;225;247;356;429;480;741;764;1034;1109;1495;1755	57;346;355;433;434;435;436;470;471;516;517;706;707;859;943;944;1412;1448;1449;1987;1988;2134;2892;3429	289;290;291;292;293;294;295;296;297;298;299;300;301;1664;1665;1666;1667;1668;1669;1670;1671;1672;1673;1674;1709;1710;1711;1712;1713;1714;1715;1716;1717;1718;1719;1720;1721;1722;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2277;2278;2279;2280;2281;2282;2283;2284;2285;2286;2287;2288;2289;2290;2291;2292;2293;2294;2295;2296;2297;2461;2462;2463;2464;2465;2466;2467;2468;2469;2470;2471;2472;2473;2474;3238;3239;3240;3241;3242;3934;3935;3936;3937;4282;4283;4284;4285;4286;4287;4288;4289;4290;4291;4292;4293;4294;4295;4296;4297;4298;4299;6168;6169;6170;6171;6172;6173;6174;6175;6299;6300;6301;6302;6303;6304;6305;6306;6307;8547;8548;8549;8550;8551;8552;8553;9155;9156;9157;9158;9159;12144;12145;12146;12147;12148;12149;12150;14321;14322;14323;14324;14325;14326;14327;14328;14329	294;1667;1715;2087;2290;2467;3239;3937;4297;6173;6306;8552;9156;12150;14326		
b4147	b4147	2	2	2		1	2	2	2	11.2	11.2	11.2	20.591	188	188	0	56.919	0.80164	1.1759	9.2659	3	0	Median	480730	263520	217210				340	219;1808	True;True	222;1829	456;457;3571;3572	2204;2205;2206;2207;14934;14935;14936;14937;14938;14939;14940;14941;14942;14943;14944;14945;14946;14947;14948;14949;14950;14951;14952;14953;14954;14955;14956;14957;14958;14959;14960;14961;14962;14963;14964;14965;14966;14967;14968	2207;14940		
b4162	b4162	1	1	1		1	1	1	1	6.1	6.1	6.1	20.815	181	181	0.0029674	1.7239	NaN	NaN	NaN	1	0	Median	21256	10767	10488				341	378	True	382	779	3606	3606		
b4172	b4172	2	2	2		1	2	2	2	24.5	24.5	24.5	11.166	102	102	0	2.9014	NaN	NaN	NaN	1	0	Median	136490	92723	43770				342	115;1356	True;True	116;1371	239;2653	1209;11175	1209;11175		
b4174	b4174	3	3	3		1	3	3	3	8.4	8.4	8.4	45.544	419	419	0	4.0231	NaN	NaN	NaN	0	0	Median	30396	0	30396				343	7;193;338	True;True;True	7;196;342	20;392;686	108;1904;3173	108;1904;3173		
b4177	b4177	4	4	4		1	4	4	4	9.3	9.3	9.3	47.344	432	432	0	6.059	0.88137	0.89721	14.583	6	0	Leave out requantified	414100	243850	170260				344	956;1616;1676;1952	True;True;True;True	963;1635;1695;1974	1854;1855;3141;3142;3143;3268;3269;3270;3271;3849;3850	8135;8136;8137;8138;8139;8140;13076;13077;13078;13079;13663;13664;13665;13666;13667;13668;13669;13670;13671;16264;16265;16266;16267;16268;16269;16270;16271;16272	8136;13079;13666;16267		
b4200	b4200	4	4	4		1	4	4	4	27.5	27.5	27.5	15.187	131	131	0	11.055	0.57404	0.98799	10.065	4	0	Leave out requantified	315320	202470	112850				345	556;783;1055;1945	True;True;True;True	560;789;1062;1967	1094;1515;1516;2046;3839;3840	4861;6605;6606;6607;6608;6609;6610;6611;8816;16209;16210;16211;16212;16213;16214;16215;16216;16217;16218;16219;16220;16221;16222	4861;6605;8816;16220		
b4202	b4202	4	4	4		1	4	4	4	50.7	50.7	50.7	8.9863	75	75	0	47.494	0.60098	1.0453	5.9876	4	0	Leave out requantified	2326100	1450200	875970				346	576;1367;1929;1930	True;True;True;True	580;1382;1951;1952	1135;2668;3818;3819	5036;5037;5038;5039;5040;5041;5042;5043;5044;5045;5046;5047;11210;11211;11212;16131;16132;16133;16134;16135;16136;16137;16138;16139;16140;16141;16142;16143;16144;16145;16146;16147;16148;16149	5041;11211;16131;16144		
b4203	b4203	15	15	15		1	15	15	15	87.2	87.2	87.2	15.769	149	149	0	56.771	0.61212	1.0536	6.5642	20	0	Leave out requantified	5099200	3132200	1967000				347	48;74;305;306;905;1001;1023;1067;1285;1317;1327;1433;1476;1668;1705	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	48;75;309;310;912;1008;1030;1074;1296;1332;1342;1449;1492;1687;1725	89;148;149;630;631;632;1761;1762;1943;1979;1980;1981;2070;2071;2508;2585;2586;2601;2602;2603;2785;2888;3241;3333	421;422;423;668;669;670;671;2934;2935;2936;2937;2938;2939;2940;2941;2942;2943;2944;2945;2946;7781;7782;7783;7784;7785;7786;7787;7788;7789;7790;7791;7792;8404;8510;8511;8512;8513;8514;8515;8516;8517;8518;8519;8520;8521;8522;8523;8524;8525;8526;8527;8528;8529;8530;8531;8532;8533;8534;8535;8536;8921;8922;8923;10579;10580;10914;10915;10916;10952;10953;10954;10955;10956;10957;10958;10959;10960;10961;10962;10963;11649;11650;11651;11652;12121;13465;13466;13877;13878;13879;13880;13881;13882	423;671;2936;2946;7788;8404;8531;8923;10580;10915;10960;11650;12121;13465;13879		
b4207	b4207	4	4	4		1	4	4	4	19.9	19.9	19.9	22.216	206	206	0	5.5249	0.99522	1.3784	7.8177	3	0	Median	193260	64767	128490				348	417;1106;1769;1770	True;True;True;True	421;1113;1789;1790	839;2138;2139;3500;3501	3829;9166;9167;9168;9169;9170;9171;9172;9173;9174;9175;14656;14657;14658	3829;9166;14656;14658		
b4226	b4226	7	7	7		1	7	7	7	36.9	36.9	36.9	19.703	176	176	0	8.1957	0.59355	0.88974	8.4273	8	0	Leave out requantified	512030	313770	198260				349	47;187;360;487;510;1513;1722	True;True;True;True;True;True;True	47;190;364;491;514;1529;1742	87;88;378;728;962;996;2953;3408	407;408;409;410;411;412;413;414;415;416;417;418;419;420;1823;3299;3300;4365;4366;4367;4483;12363;12364;12365;12366;12367;12368;12369;12370;12371;12372;12373;12374;12375;12376;14258;14259;14260;14261;14262	411;1823;3299;4367;4483;12369;14262		
b4243	b4243	2	2	2		1	2	2	2	17.2	17.2	17.2	13.611	128	128	0	2.7412	0.5194	0.89395	21.696	2	0	Median	68886	43817	25069				350	113;1607	True;True	114;1626	237;3129	1207;13051;13052;13053	1207;13051		
b4252	b4252	2	2	2		1	2	2	2	16.7	16.7	16.7	16.865	150	150	0	3.0924	NaN	NaN	NaN	1	0	Median	168790	126840	41946				351	1074;1924	True;True	1081;1946	2081;3807	8971;16058;16059	8971;16059		
b4258	b4258	6	6	6		1	6	6	6	6.5	6.5	6.5	108.19	951	951	0	12.941	2.8772	1.9804	13.329	2	0	Median	127210	14031	113180				352	580;643;813;1572;1878;1954	True;True;True;True;True;True	584;649;819;1591;1899;1976	1142;1254;1567;1568;3061;3719;3852	5100;5101;5102;5103;5104;5105;5106;5107;5108;5109;5569;6828;6829;6830;6831;12788;15681;16275;16276;16277;16278;16279;16280;16281;16282;16283	5103;5569;6831;12788;15681;16278		
b4260	b4260	3	3	3		1	3	3	3	6.2	6.2	6.2	54.879	503	503	0	2.3833	NaN	NaN	NaN	0	0	Median	50666	37358	13308				353	492;931;1190	True;True;True	496;938;1198	969;1806;1807;2317	4404;7989;7990;9910	4404;7989;9910		
b4384	b4384	5	5	5		1	5	5	5	20.5	20.5	20.5	25.95	239	239	0	10.203	0.61467	0.85131	6.8605	4	0	Leave out requantified	303480	212810	90672				354	129;453;710;831;1917	True;True;True;True;True	130;457;716;837;1939	267;913;1367;1599;3800	1325;4151;4152;5971;6936;6937;6938;6939;6940;6941;6942;6943;6944;16036;16037;16038;16039	1325;4151;5971;6941;16039		
b4391	b4391	3	3	3		1	3	3	3	6.8	6.8	6.8	62.41	555	555	0	12.591	0.92508	0.92746	1.396	2	0	Median	189010	104380	84628				355	488;1133;1449	True;True;True	492;1140;1465	963;2201;2202;2820	4368;4369;4370;4371;4372;4373;4374;4375;4376;4377;4378;4379;4380;4381;9445;9446;9447;9448;9449;9450;11787	4375;9449;11787		
b4494	b4494	1	1	1		1	1	1	1	3.9	3.9	3.9	70.794	633	633	0.005848	1.6844	NaN	NaN	NaN	1	0	Median	52428	15199	37229				356	1623	True	1642	3160	13124	13124		
CON__P00761	CON__P00761	2	2	2		1	2	2	2	12.1	12.1	12.1	24.409	231	231	0	22.71	NaN	NaN	NaN	0	0	Median	781720	781720	0			+	357	1079;1706	True;True	1086;1726	2087;2088;2089;2090;2091;3334;3335;3336;3337;3338;3339;3340;3341;3342;3343;3344;3345;3346;3347;3348;3349;3350;3351;3352;3353;3354;3355;3356;3357;3358;3359;3360;3361;3362;3363;3364;3365;3366	8985;8986;8987;8988;8989;8990;13883;13884;13885;13886;13887;13888;13889;13890;13891;13892;13893;13894;13895;13896;13897;13898;13899;13900;13901;13902;13903;13904;13905;13906;13907;13908;13909;13910;13911;13912;13913;13914;13915;13916;13917;13918;13919;13920;13921;13922;13923;13924;13925;13926;13927;13928;13929;13930;13931;13932;13933;13934;13935;13936;13937;13938;13939;13940;13941;13942;13943;13944;13945;13946;13947;13948;13949;13950;13951;13952;13953;13954;13955;13956;13957;13958;13959;13960;13961;13962;13963;13964;13965;13966;13967;13968;13969;13970;13971;13972;13973;13974;13975;13976;13977;13978;13979;13980;13981;13982;13983;13984;13985;13986;13987;13988;13989;13990;13991;13992;13993;13994;13995;13996;13997;13998;13999;14000;14001;14002;14003;14004;14005;14006;14007;14008;14009;14010;14011;14012;14013;14014;14015;14016;14017;14018;14019;14020;14021;14022;14023;14024;14025;14026;14027;14028;14029;14030;14031;14032;14033;14034;14035;14036;14037;14038;14039;14040;14041;14042;14043;14044;14045;14046;14047;14048;14049;14050;14051;14052;14053;14054;14055;14056;14057;14058;14059;14060;14061	8989;13941		
CON__Q8BGZ7;CON__P50446;CON__Q922U2;CON__Q5XQN5;CON__P04264	CON__Q8BGZ7;CON__P50446;CON__Q922U2;CON__Q5XQN5;CON__P04264	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	;;;;	5	1	1	1	2.2	2.2	2.2	59.74	551	551;553;580;601;644	0.008427	1.5698	NaN	NaN	NaN	0	0	Median	36949	36949	0			+	358	1508	True	1524	2946;2947	12336;12337	12337		
CON__P78386;CON__Q61726;CON__O43790;CON__Q6NT21;CON__P78385;CON__Q14533;CON__Q9NSB4;CON__Q9NSB2;CON__Q6ISB0	CON__P78386;CON__Q61726;CON__O43790;CON__Q6NT21;CON__P78385;CON__Q14533;CON__Q9NSB4;CON__Q9NSB2;CON__Q6ISB0	2;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1	;;;;;;;;	9	2	2	2	4.1	4.1	4.1	55.802	507	507;479;486;493;493;505;513;600;600	0	2.1056	0.6973	1.0536	2.0034	2	0	Median	540550	318300	222240			+	359	1087;1196	True;True	1094;1204	2106;2331	9054;9055;9056;9057;9944	9057;9944		
REV__b0114	REV__b0114	1	1	1		1	1	1	1	0	0	0	99.667	887	887	0.008547	1.6	NaN	NaN	NaN	1	0	Median	620140	377280	242860		+		360	797	True	803	1540	6713	6713		
REV__b2256	REV__b2256	1	1	1		1	1	1	1	0	0	0	33.111	296	296	0.0059172	1.7001	NaN	NaN	NaN	1	0	Median	414860	268420	146440		+		361	911	True	918	1779	7861	7861		
REV__CON__P50446;REV__CON__P04259;REV__CON__P02538	REV__CON__P50446;REV__CON__P04259;REV__CON__P02538	1;1;1	1;1;1	1;1;1	;;	3	1	1	1	0	0	0	59.334	553	553;564;564	0.003003	1.7644	NaN	NaN	NaN	1	0	Median	165000	93446	71555		+	+	362	731	True	737	1406;1407	6152;6153;6154	6152		
